old_id	new_id	new_id.scientific_name
NCBI:txid134616	NCBI:txid134615	Alepocephalidae
NCBI:txid1346162	NCBI:txid1903492	Solenaia carinata
NCBI:txid1346167	NCBI:txid2053951	Echinoteuthis atlantica
NCBI:txid1346172	NCBI:txid2060711	Mastigopsis hjorti
NCBI:txid1346173	NCBI:txid2718911	Magnoteuthis magna
NCBI:txid134619	NCBI:txid8475	Chelydra serpentina
NCBI:txid1346191	NCBI:txid1324122	Rhizoclonium pachydermum
NCBI:txid1346192	NCBI:txid221846	Rhizoclonium riparium
NCBI:txid1346193	NCBI:txid162074	Rhizoclonium hieroglyphicum
NCBI:txid1346266	NCBI:txid2834503	Sertulicium chilense
NCBI:txid1346267	NCBI:txid2834503	Sertulicium chilense
NCBI:txid1346320	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346321	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346322	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346324	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346325	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346326	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346327	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346328	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid1346329	NCBI:txid1346319	Candidatus Trichorickettsia mobilis
NCBI:txid134640	NCBI:txid88060	Human adenovirus 19p
NCBI:txid1346535	NCBI:txid1341762	Ipomoea cf. staplesii MR-2013
NCBI:txid1346537	NCBI:txid1672625	Aristolochia cucurbitoides
NCBI:txid1346552	NCBI:txid1672626	Callerya bonatiana
NCBI:txid1346563	NCBI:txid1341829	Salacia cf. cochinchinensis MR-2013
NCBI:txid1346605	NCBI:txid595622	Gobiodon ater
NCBI:txid1346609	NCBI:txid595623	Gobiodon fuscoruber
NCBI:txid1346610	NCBI:txid595621	Gobiodon irregularis
NCBI:txid1346713	NCBI:txid1346712	Kurtzmanomyces shapotouensis
NCBI:txid1346807	NCBI:txid264101	Hyphoderma nemorale
NCBI:txid1346809	NCBI:txid1229509	Fibrodontia alba
NCBI:txid1346818	NCBI:txid1495764	Singerocybe umbilicata
NCBI:txid1346822	NCBI:txid1580841	Thielaviopsis cerberus
NCBI:txid1346828	NCBI:txid1987479	Choristoneura murinana nucleopolyhedrovirus
NCBI:txid1346855	NCBI:txid1407409	Pseudocopera ciliata
NCBI:txid1347084	NCBI:txid111769	Thiothrix unzii
NCBI:txid134732	NCBI:txid39591	Hyperolius viridiflavus
NCBI:txid134733	NCBI:txid2498799	Hyperolius marginatus
NCBI:txid134735	NCBI:txid643488	Hyperolius glandicolor
NCBI:txid134737	NCBI:txid643488	Hyperolius glandicolor
NCBI:txid134738	NCBI:txid643488	Hyperolius glandicolor
NCBI:txid134739	NCBI:txid1983346	Hyperolius mariae
NCBI:txid1347396	NCBI:txid681940	Colletotrichum navitas
NCBI:txid134740	NCBI:txid2518264	Hyperolius marmoratus taeniatus
NCBI:txid1347402	NCBI:txid280871	Mycolicibacterium llatzerense
NCBI:txid134741	NCBI:txid39591	Hyperolius viridiflavus
NCBI:txid13475	NCBI:txid56674	Neonectria galligena
NCBI:txid1347757	NCBI:txid1392541	Dothiorella sp. MPZ-2013
NCBI:txid1347758	NCBI:txid266	Paracoccus denitrificans
NCBI:txid1347774	NCBI:txid1830175	Heteromysis ekamako
NCBI:txid1347798	NCBI:txid1352359	Myxobolus catmrigalae
NCBI:txid1347801	NCBI:txid1168034	Draconibacterium orientale
NCBI:txid1347830	NCBI:txid1849772	Trapezidens exolescens
NCBI:txid134786	NCBI:txid2780169	Saxifraga rosacea subsp. hartii
NCBI:txid1347907	NCBI:txid493452	Floccularia luteovirens
NCBI:txid1348101	NCBI:txid589554	Candidatus Thiosymbion oneisti
NCBI:txid134827	NCBI:txid212376	Trichoderma pseudonigrovirens
NCBI:txid134828	NCBI:txid1086373	Trichoderma thailandicum
NCBI:txid1348287	NCBI:txid265456	Delia antiqua
NCBI:txid1348288	NCBI:txid141910	Tsaitermes ampliceps
NCBI:txid134829	NCBI:txid1086374	Trichoderma thelephoricola
NCBI:txid1348297	NCBI:txid2306898	Starmerella neotropicalis
NCBI:txid134830	NCBI:txid174258	Trichoderma atrogelatinosum
NCBI:txid134831	NCBI:txid63589	Trichoderma strictipile
NCBI:txid134839	NCBI:txid1490984	Trichoderma corneum
NCBI:txid1348568	NCBI:txid33170	Eremothecium
NCBI:txid1348577	NCBI:txid1348576	Eucampsipoda sundaica
NCBI:txid1348593	NCBI:txid4929	Meyerozyma guilliermondii
NCBI:txid1348606	NCBI:txid1348602	Chiloglanis deckenii
NCBI:txid1348609	NCBI:txid1494496	Chiloglanis cf. occidentalis 'Loffa 1'
NCBI:txid1348631	NCBI:txid1423772	Ligilactobacillus murinus DSM 20452 = NBRC 14221
NCBI:txid1348636	NCBI:txid1303683	Nocardioides jensenii JCM 1364 = NBRC 14755
NCBI:txid1348640	NCBI:txid1305855	Xylanimicrobium pachnodae JCM 13526 = NBRC 107786
NCBI:txid1348641	NCBI:txid244722	Haplotropis brunneriana
NCBI:txid1348673	NCBI:txid1079109	Rhizobium tarimense
NCBI:txid1348705	NCBI:txid378896	Treichelia longibracteata
NCBI:txid1348727	NCBI:txid1043551	Pedicularis siphonantha var. delavayi
NCBI:txid1348779	NCBI:txid1348778	Rufibacter immobilis
NCBI:txid1348900	NCBI:txid1390	Bacillus amyloliquefaciens
NCBI:txid1348901	NCBI:txid69284	Pseudoxanthomonas japonensis
NCBI:txid1349025	NCBI:txid48848	Sterigmatomyces pulcherrimus
NCBI:txid1349026	NCBI:txid85976	Chroogomphus rutilus
NCBI:txid1349029	NCBI:txid160932	Hymenochaete rubiginosa
NCBI:txid1349030	NCBI:txid40472	Phellinus igniarius
NCBI:txid1349032	NCBI:txid1505948	Helvellosebacina concrescens
NCBI:txid134915	NCBI:txid1898706	Getonia floribunda
NCBI:txid134918	NCBI:txid208445	Amycolatopsis tolypomycina
NCBI:txid1349354	NCBI:txid326800	Aechmea leptantha
NCBI:txid1349372	NCBI:txid2708136	Wittmackia polycephala
NCBI:txid1349384	NCBI:txid361445	Verruconis verruculosa
NCBI:txid1349385	NCBI:txid1755590	Kunsagivirus A
NCBI:txid1349404	NCBI:txid1341932	Kodamaea transpacifica
NCBI:txid1349407	NCBI:txid262135	Scolecobasidium terreum
NCBI:txid1349408	NCBI:txid1662338	Scolecobasidium phaeophorum
NCBI:txid1349422	NCBI:txid1852018	Niveitalea solisilvae
NCBI:txid1349441	NCBI:txid654447	Streptomyces youssoufiensis
NCBI:txid1349590	NCBI:txid1505950	Serendipita herbamans
NCBI:txid1349591	NCBI:txid1505949	Sebacina candida
NCBI:txid1349592	NCBI:txid1505949	Sebacina candida
NCBI:txid1349593	NCBI:txid182336	Sebacina pallida
NCBI:txid134962	NCBI:txid53431	Nocardia salmonicida
NCBI:txid134963	NCBI:txid53431	Nocardia salmonicida
NCBI:txid1349695	NCBI:txid227866	Bacillus tequilensis
NCBI:txid1349748	NCBI:txid83916	Paramecium calkinsi
NCBI:txid1349769	NCBI:txid1423717	Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13
NCBI:txid1349770	NCBI:txid1423783	Lacticaseibacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106
NCBI:txid1349771	NCBI:txid1423784	Lentilactobacillus parabuchneri DSM 5707 = NBRC 107865
NCBI:txid1349772	NCBI:txid1423798	Ligilactobacillus ruminis DSM 20403 = NBRC 102161
NCBI:txid1349774	NCBI:txid1336246	Mitsuaria chitosanitabida ATCC BAA-476 = NBRC 102408
NCBI:txid1349793	NCBI:txid1281780	Hydrogenophaga taeniospiralis CCUG 15921
NCBI:txid1349885	NCBI:txid1908637	Hypomenitis alphesiboea
NCBI:txid1349887	NCBI:txid1908640	Hypomenitis dercetis
NCBI:txid1349888	NCBI:txid1908641	Hypomenitis dercetis dercetis
NCBI:txid1349889	NCBI:txid1908642	Hypomenitis enigma
NCBI:txid1349891	NCBI:txid1908644	Hypomenitis gardneri
NCBI:txid1349892	NCBI:txid1908645	Hypomenitis gardneri devriesi
NCBI:txid1349893	NCBI:txid1908648	Hypomenitis libethris
NCBI:txid1349894	NCBI:txid1908649	Hypomenitis libethris libethris
NCBI:txid1349895	NCBI:txid1908650	Hypomenitis lojana
NCBI:txid1349896	NCBI:txid1908651	Hypomenitis lydia
NCBI:txid1349897	NCBI:txid1908654	Hypomenitis oneidodes
NCBI:txid1349898	NCBI:txid1908655	Hypomenitis ortygia
NCBI:txid1349899	NCBI:txid1908656	Hypomenitis ortygia ortygia
NCBI:txid1349900	NCBI:txid1908660	Hypomenitis theudelinda zalmunna
NCBI:txid1349926	NCBI:txid1969421	Pteronymia andreas
NCBI:txid1349938	NCBI:txid1969446	Pteronymia thabena
NCBI:txid1349941	NCBI:txid1969419	Pteronymia alina machay
NCBI:txid1349990	NCBI:txid27348	Puccinia recondita
NCBI:txid1349998	NCBI:txid1197285	Gymnopus inusitatus var. cystidiatus
NCBI:txid1350009	NCBI:txid2731667	Hornodermoporus latissimus
NCBI:txid1350010	NCBI:txid270278	Perenniporia ochroleuca
NCBI:txid1350011	NCBI:txid1185750	Vanderbylia delavayi
NCBI:txid1350021	NCBI:txid526246	Vanderbylia robiniophila
NCBI:txid1350022	NCBI:txid1276199	Grammothelopsis subtropica
NCBI:txid1350065	NCBI:txid476652	Desulfosporosinus acididurans
NCBI:txid1350066	NCBI:txid476652	Desulfosporosinus acididurans
NCBI:txid13501	NCBI:txid13366	Brettanomyces
NCBI:txid1350310	NCBI:txid148985	Talaromyces rotundus
NCBI:txid1350349	NCBI:txid2716933	Tanacetipathes thamnea
NCBI:txid1350364	NCBI:txid2042080	Alternatipathes bipinnata
NCBI:txid1350399	NCBI:txid169284	Annona x atemoya
NCBI:txid1350414	NCBI:txid1454759	Ortholasma coronadense
NCBI:txid1350539	NCBI:txid1873246	Fusoidiella depressa
NCBI:txid1350542	NCBI:txid2059787	Catenulocercospora fusimaculans
NCBI:txid1350548	NCBI:txid1873244	Filiella pastinacae
NCBI:txid1351436	NCBI:txid1125865	Septoria chamaecysti
NCBI:txid135169	NCBI:txid1977169	Lyncornis macrotis
NCBI:txid1351710	NCBI:txid5319	Irpex lacteus
NCBI:txid1351729	NCBI:txid1234598	Paraleptosphaeria
NCBI:txid1351738	NCBI:txid1849059	Dothiora ceratoniae
NCBI:txid1351837	NCBI:txid1143323	Chlamydia gallinacea 08-1274/3
NCBI:txid1351853	NCBI:txid1541168	Chelicorophium robustum
NCBI:txid135194	NCBI:txid153660	Cordyceps cylindrica
NCBI:txid1352079	NCBI:txid173947	Trichoderma novae-zelandiae
NCBI:txid1352097	NCBI:txid262259	Amanita subjunquillea var. alba
NCBI:txid1352098	NCBI:txid580329	Amanita fuligineoides
NCBI:txid135211	NCBI:txid2747970	Fusarium yamamotoi
NCBI:txid135212	NCBI:txid2747438	Fusarium mori
NCBI:txid135213	NCBI:txid2747958	Fusarium silvicola
NCBI:txid1352304	NCBI:txid1873260	Ramularia cerastiicola
NCBI:txid1352327	NCBI:txid1130415	Coleophoma eucalyptorum
NCBI:txid1352328	NCBI:txid2133987	Keissleriella phragmiticola
NCBI:txid1352448	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1352449	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1352568	NCBI:txid1234207	Cyperus macrostachyos
NCBI:txid135271	NCBI:txid42862	Rickettsia felis
NCBI:txid135276	NCBI:txid653306	Austrolebias wolterstorffi
NCBI:txid1352825	NCBI:txid1546026	Lipomyces chichibuensis
NCBI:txid1352826	NCBI:txid1546026	Lipomyces chichibuensis
NCBI:txid135288	NCBI:txid135387	Austrolebias vazferreirai
NCBI:txid1352937	NCBI:txid2592593	Fusarium atrovinosum
NCBI:txid1352944	NCBI:txid1352968	Fusarium sp. FSSC_12a
NCBI:txid1352945	NCBI:txid1352969	Fusarium sp. FSSC_12b
NCBI:txid1352946	NCBI:txid1352972	Fusarium sp. FSSC_12f
NCBI:txid1352947	NCBI:txid1352973	Fusarium sp. FSSC_12g
NCBI:txid1352948	NCBI:txid1352974	Fusarium sp. FSSC_12h
NCBI:txid1352949	NCBI:txid203961	Fusarium petroliphilum
NCBI:txid1352950	NCBI:txid203961	Fusarium petroliphilum
NCBI:txid1352951	NCBI:txid2748163	Fusarium suttonianum
NCBI:txid1352952	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352953	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352954	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352955	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352956	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352957	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352958	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352959	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352960	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352961	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352962	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352963	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352964	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352965	NCBI:txid2748155	Fusarium catenatum
NCBI:txid1352966	NCBI:txid169388	Fusarium solani
NCBI:txid1352967	NCBI:txid169388	Fusarium solani
NCBI:txid1352975	NCBI:txid203961	Fusarium petroliphilum
NCBI:txid1352976	NCBI:txid2748163	Fusarium suttonianum
NCBI:txid1352977	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352978	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352979	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352980	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352981	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352982	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352983	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352984	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352985	NCBI:txid1328300	Fusarium keratoplasticum
NCBI:txid1352986	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352987	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352988	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352989	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352990	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352991	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352992	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352993	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352994	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352995	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352996	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352997	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352998	NCBI:txid195108	Fusarium falciforme
NCBI:txid1352999	NCBI:txid195108	Fusarium falciforme
NCBI:txid1353000	NCBI:txid195108	Fusarium falciforme
NCBI:txid1353001	NCBI:txid195108	Fusarium falciforme
NCBI:txid1353002	NCBI:txid195108	Fusarium falciforme
NCBI:txid1353003	NCBI:txid195108	Fusarium falciforme
NCBI:txid1353004	NCBI:txid2748155	Fusarium catenatum
NCBI:txid1353005	NCBI:txid169388	Fusarium solani
NCBI:txid1353006	NCBI:txid169388	Fusarium solani
NCBI:txid1353139	NCBI:txid1569351	Nostoc sp. NDUPC007
NCBI:txid1353146	NCBI:txid2789857	Synechococcus sp. CBW1107
NCBI:txid135320	NCBI:txid220953	Influenza A virus (A/Albany/6/58(H2N2))
NCBI:txid1353209	NCBI:txid1101373	Tepidimonas fonticaldi
NCBI:txid135322	NCBI:txid384498	Influenza A virus (A/Ann Arbor/6/1960(H2N2))
NCBI:txid1353236	NCBI:txid2747436	Fusarium hypothenemi
NCBI:txid135324	NCBI:txid220951	Influenza A virus (A/Davis/1/57(H2N2))
NCBI:txid135326	NCBI:txid220954	Influenza A virus (A/Malaya/16/58(H2N2))
NCBI:txid135328	NCBI:txid382827	Influenza A virus (A/RI/5+/1957(H2N2))
NCBI:txid135329	NCBI:txid382828	Influenza A virus (A/RI/5-/1957(H2N2))
NCBI:txid135331	NCBI:txid220956	Influenza A virus (A/Victoria/15681/59(H2N2))
NCBI:txid1353503	NCBI:txid1353504	Crematogaster tsisitsilo
NCBI:txid1353531	NCBI:txid1708715	Ensifer aridi
NCBI:txid1353544	NCBI:txid1353543	Epichloe sp. BlaTG-3 (genotype 1)
NCBI:txid1353552	NCBI:txid1715253	Trichoderma sp.
NCBI:txid1353554	NCBI:txid36652	Penicillium atramentosum
NCBI:txid1353615	NCBI:txid1032221	Influenza A virus (A/India/P05142/2005(H3N2))
NCBI:txid1353776	NCBI:txid5537	Rhodotorula mucilaginosa
NCBI:txid1353779	NCBI:txid1353778	Flavobacterium lacus
NCBI:txid1353780	NCBI:txid2562764	Fusarium caatingaense
NCBI:txid1353781	NCBI:txid2562765	Fusarium pernambucanum
NCBI:txid1353862	NCBI:txid1922341	Smilax polyandra
NCBI:txid1353887	NCBI:txid1353886	Caballeronia cordobensis
NCBI:txid1353907	NCBI:txid1914294	Colletotrichum paranaense
NCBI:txid1353909	NCBI:txid1914294	Colletotrichum paranaense
NCBI:txid1354080	NCBI:txid1353929	Lasioglossum seillean
NCBI:txid1354221	NCBI:txid1289106	Sinibacillus soli
NCBI:txid1354250	NCBI:txid1111728	Budvicia aquatica DSM 5075 = ATCC 35567
NCBI:txid1354258	NCBI:txid1216978	Cedecea neteri NBRC 105707 = ATCC 33855
NCBI:txid1354259	NCBI:txid1216966	Edwardsiella hoshinae NBRC 105699 = ATCC 33379
NCBI:txid1354265	NCBI:txid1218113	Kluyvera intermedia NBRC 102594 = ATCC 33110
NCBI:txid1354270	NCBI:txid1122977	Pragia fontium DSM 5563 = ATCC 49100
NCBI:txid1354273	NCBI:txid1349784	Raoultella ornithinolytica NBRC 105727 = ATCC 31898
NCBI:txid1354351	NCBI:txid1486654	Sheathia americana
NCBI:txid1354352	NCBI:txid1486650	Sheathia exigua
NCBI:txid1354353	NCBI:txid340433	Sheathia arcuata
NCBI:txid1354354	NCBI:txid1486647	Sheathia boryana
NCBI:txid1354355	NCBI:txid373124	Sheathia confusa
NCBI:txid1354356	NCBI:txid1486650	Sheathia exigua
NCBI:txid1354357	NCBI:txid1486651	Sheathia grandis
NCBI:txid1354358	NCBI:txid1486646	Sheathia involuta
NCBI:txid1354359	NCBI:txid1486663	Sheathia meridionale
NCBI:txid1354371	NCBI:txid61284	Fusarium tricinctum
NCBI:txid13545	NCBI:txid257696	Geomys jugossicularis jugossicularis
NCBI:txid135454	NCBI:txid507509	Danielozyma litseae
NCBI:txid135459	NCBI:txid1088082	Kendrickiella phycomyces
NCBI:txid1354732	NCBI:txid183795	Pseudomonas mediterranea
NCBI:txid135476	NCBI:txid135479	Halocrusticida okinawaensis
NCBI:txid1354782	NCBI:txid686409	Echinopsis silvestrii
NCBI:txid1354795	NCBI:txid1482074	Hartmannibacter diazotrophicus
NCBI:txid13548	NCBI:txid5455	Colletotrichum
NCBI:txid1354804	NCBI:txid762188	Gymnocalycium saglionis subsp. tilcarense
NCBI:txid1354887	NCBI:txid1355015	Streptomyces pluripotens
NCBI:txid1354891	NCBI:txid1507734	Streptomyces antioxidans
NCBI:txid135490	NCBI:txid27357	Colletotrichum acutatum
NCBI:txid1354911	NCBI:txid2527956	Caloboletus roseipes
NCBI:txid1354914	NCBI:txid1615888	Xerocomus tenax
NCBI:txid1355230	NCBI:txid1355163	Neophysopella meliosmae-myrianthae
NCBI:txid1355371	NCBI:txid1564138	Aliarcobacter faecis
NCBI:txid1355373	NCBI:txid1355374	Aliarcobacter lanthieri
NCBI:txid1355376	NCBI:txid1355374	Aliarcobacter lanthieri
NCBI:txid1355454	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355455	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355456	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355457	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355458	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355459	NCBI:txid1331689	Ursidibacter maritimus
NCBI:txid1355483	NCBI:txid60293	Aphyosemion primigenium
NCBI:txid1355486	NCBI:txid135277	Austrolebias adloffi
NCBI:txid1355487	NCBI:txid941681	Simpsonichthys boitonei
NCBI:txid1355488	NCBI:txid941700	Spectrolebias chacoensis
NCBI:txid1355489	NCBI:txid941714	Hypsolebias flammeus
NCBI:txid1355490	NCBI:txid1355491	Epiplatys lamottei
NCBI:txid1355492	NCBI:txid52658	Epiplatys roloffi
NCBI:txid1355497	NCBI:txid1127760	Pachypanchax sakaramyi
NCBI:txid1355498	NCBI:txid105030	Atlantirivulus haraldsiolii
NCBI:txid1355499	NCBI:txid385055	Laimosemion mahdiaense
NCBI:txid1355500	NCBI:txid60405	Scriptaphyosemion nigrifluvi
NCBI:txid1355501	NCBI:txid129984	Scriptaphyosemion banforense
NCBI:txid1355502	NCBI:txid44706	Rivulus roloffi
NCBI:txid1355504	NCBI:txid52668	Callopanchax occidentalis
NCBI:txid1355505	NCBI:txid2565564	Callopanchax huwaldi
NCBI:txid1355506	NCBI:txid60407	Scriptaphyosemion roloffi
NCBI:txid1355507	NCBI:txid129984	Scriptaphyosemion banforense
NCBI:txid135571	NCBI:txid653295	Austrolebias duraznensis
NCBI:txid135586	NCBI:txid740973	Dientamoebidae
NCBI:txid135590	NCBI:txid1912491	Zygoascus bituminiphila
NCBI:txid1355923	NCBI:txid244511	Limnotilapia dardennii
NCBI:txid1355924	NCBI:txid32501	Lamprologus callipterus
NCBI:txid1355930	NCBI:txid1355929	Smilax sp. ZQ-2013
NCBI:txid1355931	NCBI:txid1355929	Smilax sp. ZQ-2013
NCBI:txid1355932	NCBI:txid1355929	Smilax sp. ZQ-2013
NCBI:txid135628	NCBI:txid372313	Patagioenas speciosa
NCBI:txid1356404	NCBI:txid1286695	Streptacidiphilus hamsterleyensis
NCBI:txid1356447	NCBI:txid1355943	Colinus leucopogon sclateri
NCBI:txid1356452	NCBI:txid1347733	Astraeus koreanus
NCBI:txid135649	NCBI:txid1460663	Paraphaeosphaeria sporulosa
NCBI:txid135650	NCBI:txid2718965	Neosetophoma cerealis
NCBI:txid1356590	NCBI:txid1355941	Colinus leucopogon hypoleucus
NCBI:txid135689	NCBI:txid889173	Schonnherria
NCBI:txid135726	NCBI:txid242841	Protobothrops jerdonii
NCBI:txid1357276	NCBI:txid1190415	Pseudomonas asturiensis
NCBI:txid135729	NCBI:txid42769	Coxsackievirus A10
NCBI:txid135730	NCBI:txid42785	Coxsackievirus A4
NCBI:txid135731	NCBI:txid42786	Coxsackievirus A5
NCBI:txid135732	NCBI:txid86107	Coxsackievirus A6
NCBI:txid135734	NCBI:txid41846	Echovirus E30
NCBI:txid1357392	NCBI:txid1125779	Corynebacterium pyruviciproducens ATCC BAA-1742
NCBI:txid135741	NCBI:txid1342404	Influenza A virus (A/chicken/Pakistan/2/1999(H9N2))
NCBI:txid1357441	NCBI:txid1357437	Streptomyces sp. UTMC 02008
NCBI:txid1357452	NCBI:txid1785969	Parviphycus albertanoae
NCBI:txid1357778	NCBI:txid1241898	Follicularia botryoides
NCBI:txid1357865	NCBI:txid1357861	Wolbachia endosymbiont of Trachyaphthona sp.
NCBI:txid1357866	NCBI:txid1357845	Wolbachia endosymbiont of Dolichopodid sp.
NCBI:txid1357867	NCBI:txid1357859	Wolbachia endosymbiont of Tachinid sp.
NCBI:txid135814	NCBI:txid215743	Roseovarius mucosus
NCBI:txid135822	NCBI:txid236100	Marinobacter algicola
NCBI:txid13584	NCBI:txid45894	Kalmia
NCBI:txid1358419	NCBI:txid631454	Lutibaculum baratangense AMV1
NCBI:txid135857	NCBI:txid40410	Cryptococcus neoformans var. neoformans
NCBI:txid1358724	NCBI:txid307584	Galeola lindleyana
NCBI:txid1358736	NCBI:txid476930	Opisthocentrus tenuis
NCBI:txid1358738	NCBI:txid476920	Stichaeus nozawae
NCBI:txid1358746	NCBI:txid2506533	Psathyrella lilliputana
NCBI:txid1358748	NCBI:txid2037737	Psathyrella sublatispora
NCBI:txid1358749	NCBI:txid2506562	Psathyrella jacobssonii
NCBI:txid1358753	NCBI:txid2506563	Psathyrella carminei
NCBI:txid1358754	NCBI:txid2506565	Psathyrella rybergii
NCBI:txid1358755	NCBI:txid1940409	Psathyrella arenosa
NCBI:txid1358756	NCBI:txid2066539	Psathyrella fennoscandica
NCBI:txid1358758	NCBI:txid2506567	Psathyrella scanica
NCBI:txid1358759	NCBI:txid2486414	Psathyrella ichnusae
NCBI:txid1358760	NCBI:txid2506569	Psathyrella siccophila
NCBI:txid1358762	NCBI:txid2506572	Psathyrella sabuletorum
NCBI:txid1358763	NCBI:txid2506576	Psathyrella lyckebodensis
NCBI:txid1358764	NCBI:txid2506582	Psathyrella stridvallii
NCBI:txid1358765	NCBI:txid2506753	Psathyrella madida
NCBI:txid1358766	NCBI:txid2049961	Psathyrella vesterholtii
NCBI:txid1358935	NCBI:txid596306	Hygrocybe appalachianensis
NCBI:txid1358939	NCBI:txid566094	Neohygrocybe ingrata
NCBI:txid1358940	NCBI:txid935198	Clostridium botulinum B str. Eklund 17B (NRP)
NCBI:txid1359143	NCBI:txid1398923	Hygrocybe aff. ceracea LE 203189
NCBI:txid135917	NCBI:txid1143121	Tinotus morion
NCBI:txid1359181	NCBI:txid682184	Orientia tsutsugamushi str. UT76
NCBI:txid1359206	NCBI:txid941322	Escherichia coli O25b:H4-ST131
NCBI:txid1359209	NCBI:txid1758875	Caloboletus frustosus
NCBI:txid1359224	NCBI:txid2009319	Alessioporus rubriflavus
NCBI:txid1359234	NCBI:txid2268389	Caloboletus marshii
NCBI:txid1359313	NCBI:txid367305	Calliandra tweedii
NCBI:txid135987	NCBI:txid452104	Zosterops poliogastrus
NCBI:txid135995	NCBI:txid77133	uncultured bacterium
NCBI:txid135996	NCBI:txid77133	uncultured bacterium
NCBI:txid135997	NCBI:txid77133	uncultured bacterium
NCBI:txid135998	NCBI:txid77133	uncultured bacterium
NCBI:txid135999	NCBI:txid77133	uncultured bacterium
NCBI:txid13600	NCBI:txid22774	Berberis
NCBI:txid136000	NCBI:txid77133	uncultured bacterium
NCBI:txid136001	NCBI:txid77133	uncultured bacterium
NCBI:txid136002	NCBI:txid77133	uncultured bacterium
NCBI:txid136003	NCBI:txid77133	uncultured bacterium
NCBI:txid136004	NCBI:txid77133	uncultured bacterium
NCBI:txid136005	NCBI:txid77133	uncultured bacterium
NCBI:txid136006	NCBI:txid77133	uncultured bacterium
NCBI:txid136007	NCBI:txid77133	uncultured bacterium
NCBI:txid136008	NCBI:txid77133	uncultured bacterium
NCBI:txid1360336	NCBI:txid1341643	Yersinia wautersii
NCBI:txid1360337	NCBI:txid1341643	Yersinia wautersii
NCBI:txid136117	NCBI:txid128615	Dicypellium caryophyllaceum
NCBI:txid136134	NCBI:txid212194	Mycobacterium sp. DSM 3803
NCBI:txid136147	NCBI:txid1530123	Acinetobacter seifertii
NCBI:txid136152	NCBI:txid572139	Pustula tragopogonis
NCBI:txid136161	NCBI:txid442	Gluconobacter oxydans
NCBI:txid136165	NCBI:txid284138	Hormonema carpetanum
NCBI:txid13619	NCBI:txid6484	Nassarius
NCBI:txid13620	NCBI:txid1934731	Tritia mutabilis
NCBI:txid136206	NCBI:txid136220	Curcuma sichuanensis
