old_id	new_id	new_id.scientific_name
NCBI:txid2259444	NCBI:txid1826859	Curimatopsis crypticus
NCBI:txid2259533	NCBI:txid2597734	Xyo pseudohystrix
NCBI:txid2259537	NCBI:txid6306	Meloidogyne incognita
NCBI:txid2259538	NCBI:txid6306	Meloidogyne incognita
NCBI:txid2259589	NCBI:txid2026338	Alkalilacustris brevis
NCBI:txid2259605	NCBI:txid2259587	Leporinus agassizii
NCBI:txid225970	NCBI:txid162711	Chamaecrista nictitans var. jaliscensis
NCBI:txid2259735	NCBI:txid2832284	Hippopotamyrus ansorgii complex sp. PUN
NCBI:txid2259757	NCBI:txid2249446	Inocybe submuricellata
NCBI:txid2259758	NCBI:txid2249447	Inocybe submuricellata var. stenospermina
NCBI:txid226009	NCBI:txid58853	Trichoderma citrinoviride
NCBI:txid226014	NCBI:txid2005602	Klauderuiella thallincola
NCBI:txid226015	NCBI:txid1580847	Endoconidiophora fujiensis
NCBI:txid226044	NCBI:txid226043	Odontarrhena serpyllifolia
NCBI:txid226055	NCBI:txid230600	Merrilliopanax
NCBI:txid226072	NCBI:txid862922	Barantolla
NCBI:txid226118	NCBI:txid1859679	Myxospora masonii
NCBI:txid226119	NCBI:txid1859924	Inaequalispora prestonii
NCBI:txid226121	NCBI:txid1860033	Xenomyrothecium tongaense
NCBI:txid226127	NCBI:txid659244	Saccharomyces uvarum CLIB 533
NCBI:txid226188	NCBI:txid8395	Phyllomedusa sauvagii
NCBI:txid226204	NCBI:txid221789	Pipiza sp. GKS-2002
NCBI:txid226231	NCBI:txid659244	Saccharomyces uvarum CLIB 533
NCBI:txid226274	NCBI:txid2747790	Elatostema heterolobum
NCBI:txid226304	NCBI:txid2750331	Xanthophyceae sp. Tow 6/3 P-16w
NCBI:txid2263196	NCBI:txid2758142	Salvia subbipinnata
NCBI:txid226476	NCBI:txid52982	Fissidens
NCBI:txid226478	NCBI:txid324265	Orthomnion
NCBI:txid226522	NCBI:txid91525	Sorghum arundinaceum
NCBI:txid226536	NCBI:txid187328	Veillonella montpellierensis
NCBI:txid226561	NCBI:txid226558	Lariscus insignis
NCBI:txid226583	NCBI:txid714640	Papaya leaf curl betasatellite
NCBI:txid226616	NCBI:txid454446	Influenza A virus (A/avian/NY/118353-1/2001(H7N2))
NCBI:txid226622	NCBI:txid542849	Influenza A virus (A/chicken/FL/90348-4/2001(H7N2))
NCBI:txid226623	NCBI:txid463280	Influenza A virus (A/chicken/NJ/118878-5/2001(H7N2))
NCBI:txid226629	NCBI:txid759868	Influenza A virus (A/chicken/NY/119055-7/2001(H7N2))
NCBI:txid226630	NCBI:txid463281	Influenza A virus (A/chicken/NY/119256-7/2001(H7N2))
NCBI:txid226631	NCBI:txid170849	Influenza A virus (A/chicken/New York/12273-11/1999(H7N3))
NCBI:txid226634	NCBI:txid579162	Influenza A virus (A/chicken/NY/21586-8/1999(H7N2))
NCBI:txid226636	NCBI:txid463282	Influenza A virus (A/chicken/NJ/30749-3/2000(H7N2))
NCBI:txid226638	NCBI:txid475033	Influenza A virus (A/chicken/PA/143586/2001(H7N2))
NCBI:txid226639	NCBI:txid542866	Influenza A virus (A/chicken/PA/149092-1/2002(H7N2))
NCBI:txid226644	NCBI:txid915021	Influenza A virus (A/chicken/PA/9801289/1998(H7N2))
NCBI:txid226651	NCBI:txid552791	Influenza A virus (A/turkey/VA/55/2002(H7N2))
NCBI:txid226659	NCBI:txid170847	Influenza A virus (A/chicken/New York/34173-3/1999(H7N2))
NCBI:txid226661	NCBI:txid542886	Influenza A virus (A/goose/NY/8600-3/1998(H7N2))
NCBI:txid226717	NCBI:txid1740714	Mandarella
NCBI:txid2267249	NCBI:txid759821	Clostridium indicum
NCBI:txid2267263	NCBI:txid2267262	Tepidimonas charontis
NCBI:txid2267277	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267278	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267279	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267280	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267281	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267283	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267284	NCBI:txid2267729	Candidatus Bartonella negeviensis
NCBI:txid2267333	NCBI:txid61981	Cylindroiulus punctatus
NCBI:txid2267338	NCBI:txid79486	Enallagma signatum
NCBI:txid2267340	NCBI:txid102899	Anopheles punctipennis
NCBI:txid2267341	NCBI:txid611257	Lasius neoniger
NCBI:txid2267342	NCBI:txid29039	Tapinoma sessile
NCBI:txid2267344	NCBI:txid611257	Lasius neoniger
NCBI:txid2267345	NCBI:txid262038	Prenolepis imparis
NCBI:txid2267349	NCBI:txid761588	Hydropsyche betteni
NCBI:txid2267350	NCBI:txid397147	Mycetophila fungorum
NCBI:txid2267351	NCBI:txid763278	Agrypnia vestita
NCBI:txid2267358	NCBI:txid31228	Pseudosuccinea columella
NCBI:txid2267362	NCBI:txid881563	Megalonotus sabulicola
NCBI:txid2267363	NCBI:txid329904	Leucauge venusta
NCBI:txid2267365	NCBI:txid7227	Drosophila melanogaster
NCBI:txid2267366	NCBI:txid94630	Semibalanus balanoides
NCBI:txid2267367	NCBI:txid637417	Amphibalanus eburneus
NCBI:txid2267368	NCBI:txid109671	Physella acuta
NCBI:txid2267369	NCBI:txid28584	Drosophila suzukii
NCBI:txid2267482	NCBI:txid2569593	Brasiliogovea aphantostylus
NCBI:txid2267483	NCBI:txid2569595	Brasiliogovea microstylus
NCBI:txid2267539	NCBI:txid2720212	Cortinarius mascardiensis
NCBI:txid2267610	NCBI:txid487698	Stenotrophomonas pavanii
NCBI:txid2267612	NCBI:txid2267611	Capnocytophaga felis
NCBI:txid2267663	NCBI:txid1384641	Paracaryum bungei
NCBI:txid2267693	NCBI:txid2294108	Pseudodebis vrazi
NCBI:txid2267703	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267704	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267705	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267706	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267707	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267708	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267709	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267710	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267711	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267712	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267713	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267714	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267715	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267716	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267717	NCBI:txid2267275	Bartonella krasnovii
NCBI:txid2267718	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267719	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267720	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267721	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267722	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267723	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267724	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267725	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267726	NCBI:txid2267276	Candidatus Bartonella gerbillinarum
NCBI:txid2267727	NCBI:txid2267282	Candidatus Bartonella khokhlovae
NCBI:txid2267728	NCBI:txid2267282	Candidatus Bartonella khokhlovae
NCBI:txid2267730	NCBI:txid2267729	Candidatus Bartonella negeviensis
NCBI:txid2267828	NCBI:txid2723834	Hypnophila bisacchii
NCBI:txid2267857	NCBI:txid2508268	Yaukthwa paiensis
NCBI:txid2267872	NCBI:txid1653778	Chlamydomonas sp. UWO 241
NCBI:txid2267892	NCBI:txid2267891	Campylobacter novaezeelandiae
NCBI:txid2267893	NCBI:txid2267891	Campylobacter novaezeelandiae
NCBI:txid2267905	NCBI:txid2267911	Prismatocerus sigillatus
NCBI:txid2268080	NCBI:txid452203	Cloning vector pJET1.2
NCBI:txid22681	NCBI:txid54415	Lamprocapnos spectabilis
NCBI:txid2268207	NCBI:txid2364647	Kalamiella piersonii
NCBI:txid2268408	NCBI:txid1548597	Anaerobacillus alkaliphilus
NCBI:txid2268460	NCBI:txid2507582	Rhodococcus sp. ABRD24
NCBI:txid2268464	NCBI:txid2569601	Waiwaigovia schultzi
NCBI:txid2268465	NCBI:txid2569603	Microgovia sp. MCZ-46905
NCBI:txid2268466	NCBI:txid2569605	Microgovia sp. MCZ-46908
NCBI:txid2268467	NCBI:txid2569604	Microgovia sp. MCZ-53208
NCBI:txid2268468	NCBI:txid2569749	Waiwaigovia sp. MCZ 133775
NCBI:txid2268469	NCBI:txid2569750	Waiwaigovia sp. MCZ 133776
NCBI:txid2268470	NCBI:txid2569607	Waiwaigovia sp. MCZ-133777
NCBI:txid2268558	NCBI:txid235531	Amanita muscaria var. guessowii
NCBI:txid2268561	NCBI:txid2747963	Fusarium cucurbiticola
NCBI:txid2268562	NCBI:txid2747386	Fusarium bataticola
NCBI:txid2268563	NCBI:txid2747968	Fusarium vanettenii
NCBI:txid2268571	NCBI:txid2100102	Grosmannia yunnanensis
NCBI:txid2268575	NCBI:txid2045494	Chiton peregrinus
NCBI:txid2268611	NCBI:txid2483417	Escherichia phage vB_EcoM_Sa157lw
NCBI:txid2268624	NCBI:txid10678	Escherichia virus P1
NCBI:txid2268753	NCBI:txid198763	Tovomita hopkinsii
NCBI:txid2268858	NCBI:txid2569606	Microgovia sp. MCZ-53017
NCBI:txid2268866	NCBI:txid1935384	Brycon sp. CBM-2016
NCBI:txid2268868	NCBI:txid1934188	Salminus sp. 1 CBM-2016
NCBI:txid2268869	NCBI:txid1934189	Salminus sp. 2 CBM-2016
NCBI:txid226891	NCBI:txid18101	Gerbera hybrid cultivar
NCBI:txid2268938	NCBI:txid1354912	Baorangia rufomaculata
NCBI:txid2268944	NCBI:txid1487339	Corneroboletus indecorus
NCBI:txid2268946	NCBI:txid925643	Lanmaoa pallidorosea
NCBI:txid2268957	NCBI:txid2724476	Erythrophylloporus paucicarpus
NCBI:txid2268958	NCBI:txid2724477	Erythrophylloporus suthepensis
NCBI:txid2268985	NCBI:txid412467	Entamoeba nuttalli
NCBI:txid2268994	NCBI:txid2268993	Saccharomycopsis oosterbeekiorum
NCBI:txid2269031	NCBI:txid2269024	Frullania saxicola
NCBI:txid2269045	NCBI:txid2675003	Mucilaginibacter endophyticus
NCBI:txid2269063	NCBI:txid2152888	Paraburkholderia agricolaris
NCBI:txid2269073	NCBI:txid2108483	Eurhoptus sordidus
NCBI:txid226934	NCBI:txid365644	Trachemys scripta troostii
NCBI:txid2269362	NCBI:txid2498843	Bacillus phage vB_BthS_BMBphi
NCBI:txid226949	NCBI:txid377605	Cladocopium sp. C15
NCBI:txid226952	NCBI:txid1075291	Cladocopium sp. C21
NCBI:txid226962	NCBI:txid2558453	Cladocopium sp. C1
NCBI:txid226999	NCBI:txid5476	Candida albicans
NCBI:txid227032	NCBI:txid44065	Geotrichum klebahnii
NCBI:txid227042	NCBI:txid152647	Trichosphaeriales
NCBI:txid227094	NCBI:txid94290	Sugarcane yellow leaf virus
NCBI:txid227095	NCBI:txid1600465	Influenza B virus (B/Genoa/11/2002)
NCBI:txid227096	NCBI:txid1600469	Influenza B virus (B/Genoa/41/2002)
NCBI:txid227113	NCBI:txid1601693	Influenza B virus (B/Trieste/15/2002)
NCBI:txid227115	NCBI:txid1600471	Influenza B virus (B/Genoa/56/2002)
NCBI:txid227116	NCBI:txid1600468	Influenza B virus (B/Genoa/33/2002)
NCBI:txid227117	NCBI:txid1601697	Influenza B virus (B/Trieste/37/2002)
NCBI:txid227119	NCBI:txid1600467	Influenza B virus (B/Genoa/21/2002)
NCBI:txid227123	NCBI:txid1600470	Influenza B virus (B/Genoa/52/2002)
NCBI:txid227133	NCBI:txid227136	Muskox rhadinovirus 1
NCBI:txid227170	NCBI:txid585466	Burhinus grallarius
NCBI:txid227295	NCBI:txid226646	Influenza A virus (A/chicken/NY/14858-12/1999(H7N2))
NCBI:txid227297	NCBI:txid542880	Influenza A virus (A/duck/PA/143585/2001(H7N3))
NCBI:txid227298	NCBI:txid542913	Influenza A virus (A/quail/PA/20304/1998(H7N2))
NCBI:txid227299	NCBI:txid542952	Influenza A virus (A/turkey/VA/158512/2002(H7N2))
NCBI:txid227300	NCBI:txid542853	Influenza A virus (A/chicken/New Jersey/30739-6/2000(H7N2))
NCBI:txid227301	NCBI:txid226637	Influenza A virus (A/chicken/NY/6031-19/1998(H7N2))
NCBI:txid227303	NCBI:txid226648	Influenza A virus (A/guineafowl/NJ/13246-9/98(H7N2))
NCBI:txid227306	NCBI:txid687329	Anelloviridae
NCBI:txid227320	NCBI:txid156457	Methanocalculus chunghsingensis
NCBI:txid227355	NCBI:txid310907	Enterovirus H
NCBI:txid227367	NCBI:txid215035	Ceracris
NCBI:txid2274	NCBI:txid2275	Desulfurococcus mucosus
NCBI:txid227402	NCBI:txid467201	uncultured Acaulosporaceae
NCBI:txid227450	NCBI:txid1601695	Influenza B virus (B/Trieste/27/2002)
NCBI:txid227456	NCBI:txid904211	Nilssonia hurum
NCBI:txid227457	NCBI:txid904210	Nilssonia gangetica
NCBI:txid227472	NCBI:txid237446	Lactobacillus kitasatonis
NCBI:txid227529	NCBI:txid396345	Sagartia elegans
NCBI:txid227573	NCBI:txid274596	Nomadacris
NCBI:txid227574	NCBI:txid274597	Nomadacris succincta
NCBI:txid227615	NCBI:txid81573	Potamilus alatus
NCBI:txid227708	NCBI:txid285713	uncultured Trebouxia photobiont
NCBI:txid22772	NCBI:txid41773	Berberidaceae
NCBI:txid227735	NCBI:txid438356	Cercospora sojina
NCBI:txid227737	NCBI:txid2749094	Microsciurus sabanillae
NCBI:txid227754	NCBI:txid186181	Eubosmina coregoni
NCBI:txid227851	NCBI:txid596260	Pseudochirulus herbertensis
NCBI:txid227856	NCBI:txid200113	Physodactyla rubiginosa
NCBI:txid227859	NCBI:txid694009	Severe acute respiratory syndrome-related coronavirus
NCBI:txid227965	NCBI:txid1350006	Vanderbylia fraxinea
NCBI:txid228012	NCBI:txid302421	Hypaurotis
NCBI:txid228024	NCBI:txid87501	Influenza A virus (A/chicken/New York/19542-5/1995(H7N2))
NCBI:txid228025	NCBI:txid2202226	Cyclonaias asperata
NCBI:txid228035	NCBI:txid193478	Huidobria chilensis
NCBI:txid228057	NCBI:txid2584547	Nasa ranunculifolia subsp. cymbopetala
NCBI:txid228067	NCBI:txid87502	Influenza A virus (A/chicken/New York/3112-1/1995(H7N2))
NCBI:txid228068	NCBI:txid552634	Influenza A virus (A/chicken/NY/3202-7/1996(H7N2))
NCBI:txid228069	NCBI:txid87497	Influenza A virus (A/chicken/New York/4447-7/1994(H7N2))
NCBI:txid228070	NCBI:txid87508	Influenza A virus (A/chicken/New York/6777-3/1997(H7N2))
NCBI:txid228071	NCBI:txid542864	Influenza A virus (A/chicken/PA/13552-1/1998(H7N2))
NCBI:txid228076	NCBI:txid226649	Influenza A virus (A/turkey/NC/11165/02(H7N2))
NCBI:txid228077	NCBI:txid87498	Influenza A virus (A/turkey/New York/4450-5/1994(H7N2))
NCBI:txid228078	NCBI:txid463287	Influenza A virus (A/turkey/PA/7975/1997(H7N2))
NCBI:txid228186	NCBI:txid193180	Ceramium echionotum
NCBI:txid2282	NCBI:txid12914	Acidianus
NCBI:txid2282114	NCBI:txid2570294	unclassified Przondovirus
NCBI:txid228212	NCBI:txid2082301	Phaeosphaeriopsis amblyospora
NCBI:txid2282197	NCBI:txid2024314	Shigella phage Sfin-1
NCBI:txid2282268	NCBI:txid1913622	Eriosyce riparia
NCBI:txid2282290	NCBI:txid1894970	Micromonospora musae
NCBI:txid2282302	NCBI:txid2528071	Sacoproteus
NCBI:txid2282360	NCBI:txid1173061	Geotrichum candidum
NCBI:txid2282371	NCBI:txid2024597	Sporothrix sp. 1 RJ-2014
NCBI:txid2282468	NCBI:txid2762438	Bracharoa mixta
NCBI:txid2282473	NCBI:txid936454	Puccinia klugkistiana
NCBI:txid2282518	NCBI:txid101850	Thysanoplusia orichalcea nucleopolyhedrovirus
NCBI:txid2282543	NCBI:txid2555433	Nothophoma sp. 2 MG-2019
NCBI:txid2282548	NCBI:txid2555432	Didymella sp. 2 MG-2019
NCBI:txid2282549	NCBI:txid2555431	Didymella sp. 1 MG-2019
NCBI:txid2282553	NCBI:txid2503023	Caromiobenella ohtsukai
NCBI:txid2282617	NCBI:txid288802	Tanytarsus
NCBI:txid2282636	NCBI:txid154518	Atheniella aurantiidisca
NCBI:txid2282779	NCBI:txid1933015	Ruania sp.
NCBI:txid2282846	NCBI:txid281757	Otocinclus
NCBI:txid2282855	NCBI:txid2590420	Torquentidium convolutum
NCBI:txid2282865	NCBI:txid2860050	Leptobrachella mangshanensis
NCBI:txid2282879	NCBI:txid2507084	Paramacrobiotus fairbanksi
NCBI:txid2282880	NCBI:txid2507084	Paramacrobiotus fairbanksi
NCBI:txid2282885	NCBI:txid2763117	Bosea caraganae
NCBI:txid2282890	NCBI:txid2282889	Enterobius emodensis
NCBI:txid228293	NCBI:txid662061	Motacilla tschutschensis
NCBI:txid2282973	NCBI:txid180068	Abelia chinensis
NCBI:txid228305	NCBI:txid869904	Cercotrichas quadrivirgata
NCBI:txid2283090	NCBI:txid2723850	Cyrtodactylus sinyineensis
NCBI:txid228310	NCBI:txid1743360	Chamaetylas fuelleborni
NCBI:txid2283189	NCBI:txid61366	Fusarium oxysporum f. sp. cubense
NCBI:txid2283234	NCBI:txid607939	Gyrodactylus macracanthus
NCBI:txid2283352	NCBI:txid672818	Glechoma grandis
NCBI:txid2283357	NCBI:txid398295	Rhaphiolepis umbellata
NCBI:txid2283367	NCBI:txid3893	Pueraria montana var. lobata
NCBI:txid2283368	NCBI:txid1353294	Galium spurium var. echinospermum
NCBI:txid2283371	NCBI:txid2004885	Ficus erecta var. sieboldii
NCBI:txid2283378	NCBI:txid97325	Prunus serrulata var. spontanea
NCBI:txid2283381	NCBI:txid1569057	Ribes americanum virus A
NCBI:txid228341	NCBI:txid343250	Daboia siamensis
NCBI:txid2283412	NCBI:txid119927	Alternaria tenuissima
NCBI:txid2283414	NCBI:txid95740	Curvularia verruculosa
NCBI:txid2283415	NCBI:txid474922	Colletotrichum gloeosporioides
NCBI:txid2283482	NCBI:txid2211183	Evtepia gabavorous
NCBI:txid2283582	NCBI:txid691252	Eucopia grimaldii
NCBI:txid2283628	NCBI:txid2686357	Labilibaculum euxinus
NCBI:txid2283631	NCBI:txid2676122	Galactobacter valiniphilus
NCBI:txid2283632	NCBI:txid2676123	Galactobacter caseinivorans
NCBI:txid2283844	NCBI:txid2763117	Bosea caraganae
NCBI:txid228394	NCBI:txid190330	Atriplex prostrata
NCBI:txid228421	NCBI:txid111130	Leptodactylus mystacinus
NCBI:txid228455	NCBI:txid52624	Corbula
NCBI:txid228521	NCBI:txid228520	Cheniella glauca
NCBI:txid2285234	NCBI:txid2569405	Enchenopa sp. 'Campylenchia' 10BBCHEM-0619
NCBI:txid2285235	NCBI:txid2569406	Enchenopa sp. 'Campylenchia' 10BBCHEM-0620
NCBI:txid2285236	NCBI:txid2569407	Enchenopa sp. 'Campylenchia' 10BBCHEM-0621
NCBI:txid2285237	NCBI:txid2569408	Enchenopa sp. 'Campylenchia' 10BBCHEM-0622
NCBI:txid228551	NCBI:txid877576	Starmerella cf. bombicola UWOPS 00-531
NCBI:txid228554	NCBI:txid2596946	Starmerella roubikii
NCBI:txid228555	NCBI:txid29830	Starmerella apicola
NCBI:txid228556	NCBI:txid29830	Starmerella apicola
NCBI:txid228557	NCBI:txid29830	Starmerella apicola
NCBI:txid228558	NCBI:txid29830	Starmerella apicola
NCBI:txid228559	NCBI:txid29830	Starmerella apicola
NCBI:txid228569	NCBI:txid224246	Graptomyza sp. GKS-2003
NCBI:txid228571	NCBI:txid224243	Ceriodini sp. GKS-2003
NCBI:txid228581	NCBI:txid2169985	Barley yellow dwarf virus PAS
NCBI:txid228597	NCBI:txid228596	Nocardia shimofusensis
NCBI:txid228598	NCBI:txid228596	Nocardia shimofusensis
NCBI:txid228661	NCBI:txid228658	Echinosophora koreensis
NCBI:txid228666	NCBI:txid228665	Oculimacula
NCBI:txid228668	NCBI:txid2479500	Cyphellophora aestiva
NCBI:txid228669	NCBI:txid2497549	Pseudosempervivum sempervivum
NCBI:txid228695	NCBI:txid710152	Neogymnocrinus richeri
NCBI:txid228705	NCBI:txid228711	Vincetoxicum brownii
NCBI:txid228736	NCBI:txid207240	Luffa yellow mosaic virus
NCBI:txid228748	NCBI:txid94694	Desulfurococcus amylolyticus
NCBI:txid228773	NCBI:txid11942	Simian retrovirus 1
NCBI:txid228862	NCBI:txid2715607	Mierspenaeopsis hardwickii
NCBI:txid228866	NCBI:txid263475	Viridibacillus arvi
NCBI:txid228868	NCBI:txid19205	Lepidium
NCBI:txid228883	NCBI:txid2839975	Pyricularia fusispora
NCBI:txid228891	NCBI:txid1577609	Bussabanomyces longisporus
NCBI:txid228896	NCBI:txid2060155	Nothopassalora personata
NCBI:txid228910	NCBI:txid752696	Varanus marmoratus
NCBI:txid228912	NCBI:txid86040	Xanthomonas citri pv. malvacearum
NCBI:txid228926	NCBI:txid535213	Influenza A virus (A/chicken/Shanghai/1/2002(H9N2))
NCBI:txid228930	NCBI:txid211044	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
NCBI:txid228987	NCBI:txid56183	Macrolepiota procera
NCBI:txid228994	NCBI:txid693281	Leucoagaricus adelphicus
NCBI:txid228995	NCBI:txid693281	Leucoagaricus adelphicus
NCBI:txid228999	NCBI:txid693281	Leucoagaricus adelphicus
NCBI:txid229	NCBI:txid23	Shewanella colwelliana
NCBI:txid229001	NCBI:txid693280	Leucoagaricus flammeotinctoides
NCBI:txid229002	NCBI:txid693281	Leucoagaricus adelphicus
NCBI:txid229004	NCBI:txid693281	Leucoagaricus adelphicus
NCBI:txid229036	NCBI:txid175245	uncultured fungus
NCBI:txid229040	NCBI:txid383557	Influenza A virus (A/swine/Italy/309/1983(H3N2))
NCBI:txid229042	NCBI:txid383559	Influenza A virus (A/swine/Italy/635/1987(H3N2))
NCBI:txid229050	NCBI:txid66392	Morus australis
NCBI:txid2290796	NCBI:txid201515	Caryopteris mongholica
NCBI:txid2290914	NCBI:txid2290915	Candidatus Cryosericum hinesii
NCBI:txid2290916	NCBI:txid2290915	Candidatus Cryosericum hinesii
NCBI:txid2290918	NCBI:txid2290917	Candidatus Cryosericum odellii
NCBI:txid2290973	NCBI:txid2336771	Echinobothrium coenoformum
NCBI:txid2291008	NCBI:txid2529275	Arcanobacterium bovis
NCBI:txid2291061	NCBI:txid2023780	Pycnacronema rubrum 43PC
NCBI:txid2291062	NCBI:txid2023782	Pycnacronema brasiliensis 45PC
NCBI:txid2291063	NCBI:txid2023779	Pycnacronema marmoreum 42PC
NCBI:txid2291064	NCBI:txid2023777	Pycnacronema conicum 7PC
NCBI:txid2291065	NCBI:txid2023784	Pycnacronema savannensis 49PC
NCBI:txid2291066	NCBI:txid2023778	Pycnacronema arboriculum 41PC
NCBI:txid2291093	NCBI:txid1112105	Zabelia dielsii
NCBI:txid2291121	NCBI:txid193516	Hippophae rhamnoides
NCBI:txid2291137	NCBI:txid1137874	Silene banksia
NCBI:txid2291141	NCBI:txid572127	Phlomoides megalantha
NCBI:txid2291148	NCBI:txid55385	Primula matthioli
NCBI:txid2291150	NCBI:txid1461188	Veronica linariifolia
NCBI:txid2291220	NCBI:txid2495431	Flavipanurgus kastiliensis
NCBI:txid2291423	NCBI:txid2250215	Polar bear mastadenovirus 1
NCBI:txid2291444	NCBI:txid749972	Limnospira maxima UTEX LB 2342
NCBI:txid2291456	NCBI:txid1906928	Omphalius nigerrimus
NCBI:txid229150	NCBI:txid229155	Borrelia turcica
NCBI:txid229151	NCBI:txid229155	Borrelia turcica
NCBI:txid229152	NCBI:txid229155	Borrelia turcica
NCBI:txid229153	NCBI:txid229155	Borrelia turcica
NCBI:txid229154	NCBI:txid229155	Borrelia turcica
NCBI:txid2291621	NCBI:txid390337	Gnathanacanthus goetzeei
NCBI:txid2291731	NCBI:txid1712000	Agaricus thiersii
NCBI:txid2291797	NCBI:txid2494406	Hydnum washingtonianum
NCBI:txid2291826	NCBI:txid2847918	Nubila gera
NCBI:txid2291837	NCBI:txid2499167	Seinura caverna
NCBI:txid2291918	NCBI:txid2652447	Miconia sp. RG-2019a
NCBI:txid2292176	NCBI:txid112337	Pentatrichia kuntzei
NCBI:txid229231	NCBI:txid79691	Human papillomavirus RTRX7
NCBI:txid2292422	NCBI:txid1213676	Fontitrygon margarita
NCBI:txid229260	NCBI:txid360562	Epicephala sp. ex Glochidion acuminatum
NCBI:txid229261	NCBI:txid360562	Epicephala sp. ex Glochidion acuminatum
NCBI:txid229262	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229263	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229264	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229265	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229266	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229267	NCBI:txid360566	Epicephala sp. ex Glochidion zeylanicum
NCBI:txid229268	NCBI:txid360565	Epicephala sp. 2 ex Glochidion obovatum/Glochidion rubrum
NCBI:txid2292683	NCBI:txid1202417	Monanthotaxis enghiana
NCBI:txid2292684	NCBI:txid1202418	Monanthotaxis obovata
NCBI:txid2292685	NCBI:txid2025441	Sphaerocoryne gracilipes
NCBI:txid229269	NCBI:txid360565	Epicephala sp. 2 ex Glochidion obovatum/Glochidion rubrum
NCBI:txid229270	NCBI:txid360565	Epicephala sp. 2 ex Glochidion obovatum/Glochidion rubrum
NCBI:txid229272	NCBI:txid360565	Epicephala sp. 2 ex Glochidion obovatum/Glochidion rubrum
NCBI:txid229273	NCBI:txid361201	Epicephala sp. 2 ex Glochidion lanceolatum
NCBI:txid229274	NCBI:txid361201	Epicephala sp. 2 ex Glochidion lanceolatum
NCBI:txid229275	NCBI:txid361201	Epicephala sp. 2 ex Glochidion lanceolatum
NCBI:txid229278	NCBI:txid1891770	Mus musculus polyomavirus 2
NCBI:txid2293050	NCBI:txid1703332	Butyribacter intestini
NCBI:txid2293055	NCBI:txid2606500	Caudiholosticha antarctica
NCBI:txid2293352	NCBI:txid2739801	Monechma ciliatum
NCBI:txid2293539	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293540	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293541	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293542	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293543	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293544	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293545	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293546	NCBI:txid1639	Listeria monocytogenes
NCBI:txid2293547	NCBI:txid1639	Listeria monocytogenes
NCBI:txid229368	NCBI:txid2502826	Panaeolus desertorum
NCBI:txid2293734	NCBI:txid2483861	Iglica cf. hauffeni SH-2018
NCBI:txid2293735	NCBI:txid2483861	Iglica cf. hauffeni SH-2018
NCBI:txid2293736	NCBI:txid2483792	Iglica cf. gracilis SH-2018
